subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	order	docpath	path	file	basename	xlsxpath
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	5	Rename	species	Alphalipothrixvirus SBFV2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Alphalipothrixvirus SBFV2' to 'Alphalipothrixvirus umijigokuense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Lipothrixviridae;Alphalipothrixvirus'	NA	5503	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	6	Rename	species	Alphalipothrixvirus SFV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Alphalipothrixvirus SFV1' to 'Alphalipothrixvirus beppuense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Lipothrixviridae;Alphalipothrixvirus'	NA	5504	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	7	Rename	species	Acidianus filamentous virus 3	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Acidianus filamentous virus 3' to 'Betalipothrixvirus acidiani' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Lipothrixviridae;Betalipothrixvirus'	NA	5505	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	8	Rename	species	Acidianus filamentous virus 6	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Acidianus filamentous virus 6' to 'Betalipothrixvirus pozzuoliense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Lipothrixviridae;Betalipothrixvirus'	NA	5506	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	9	Rename	species	Acidianus filamentous virus 7	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Acidianus filamentous virus 7' to 'Betalipothrixvirus pezzuloense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Lipothrixviridae;Betalipothrixvirus'	NA	5507	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	10	Rename	species	Acidianus filamentous virus 8	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Acidianus filamentous virus 8' to 'Betalipothrixvirus puteoliense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Lipothrixviridae;Betalipothrixvirus'	NA	5508	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	11	Rename	species	Acidianus filamentous virus 9	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Acidianus filamentous virus 9' to 'Betalipothrixvirus uzonense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Lipothrixviridae;Betalipothrixvirus'	NA	5509	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	12	Rename	species	Sulfolobus islandicus filamentous virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Sulfolobus islandicus filamentous virus' to 'Betalipothrixvirus hveragerdiense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Lipothrixviridae;Betalipothrixvirus'	NA	5510	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	13	Rename	species	Acidianus filamentous virus 2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Acidianus filamentous virus 2' to 'Deltalipothrixvirus pozzuoliense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Lipothrixviridae;Deltalipothrixvirus'	NA	5511	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	14	Rename	species	Deltalipothrixvirus SBFV3	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Deltalipothrixvirus SBFV3' to 'Deltalipothrixvirus beppuense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Lipothrixviridae;Deltalipothrixvirus'	NA	5512	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	15	Rename	species	Azorudivirus SRV	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Azorudivirus SRV' to 'Azorudivirus furnasense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Rudiviridae;Azorudivirus'	NA	5513	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	16	Rename	species	Hoswirudivirus ARV2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Hoswirudivirus ARV2' to 'Hoswirudivirus pozzuoliense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Rudiviridae;Hoswirudivirus'	NA	5514	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	17	Rename	species	Hoswirudivirus ARV3	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Hoswirudivirus ARV3' to 'Hoswirudivirus acidiani' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Rudiviridae;Hoswirudivirus'	NA	5515	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	18	Rename	species	Hoswirudivirus MRV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Hoswirudivirus MRV1' to 'Hoswirudivirus metallosphaerae' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Rudiviridae;Hoswirudivirus'	NA	5516	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	19	Rename	species	Hoswirudivirus SSRV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Hoswirudivirus SSRV1' to 'Hoswirudivirus saccharolobi' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Rudiviridae;Hoswirudivirus'	NA	5517	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	20	Rename	species	Icerudivirus SIRV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Icerudivirus SIRV1' to 'Icerudivirus kverkfjoellense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Rudiviridae;Icerudivirus'	NA	5518	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	21	Rename	species	Icerudivirus SIRV2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Icerudivirus SIRV2' to 'Icerudivirus hveragerdiense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Rudiviridae;Icerudivirus'	NA	5519	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	22	Rename	species	Icerudivirus SIRV3	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Icerudivirus SIRV3' to 'Icerudivirus gunnuhverense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Rudiviridae;Icerudivirus'	NA	5520	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	23	Rename	species	Itarudivirus ARV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Itarudivirus ARV1' to 'Itarudivirus pozzuoliense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Rudiviridae;Itarudivirus'	NA	5521	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	24	Rename	species	Japarudivirus SBRV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Japarudivirus SBRV1' to 'Japarudivirus beppuense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Rudiviridae;Japarudivirus'	NA	5522	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	25	Rename	species	Mexirudivirus SMRV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Mexirudivirus SMRV1' to 'Mexirudivirus azufresense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Rudiviridae;Mexirudivirus'	NA	5523	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	26	Rename	species	Usarudivirus SIRV4	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Usarudivirus SIRV4' to 'Usarudivirus yellowstonense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Rudiviridae;Usarudivirus'	NA	5524	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	27	Rename	species	Usarudivirus SIRV5	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Usarudivirus SIRV5' to 'Usarudivirus nymphense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Rudiviridae;Usarudivirus'	NA	5525	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	28	Rename	species	Usarudivirus SIRV8	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Usarudivirus SIRV8' to 'Usarudivirus caloris' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Rudiviridae;Usarudivirus'	NA	5526	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	29	Rename	species	Usarudivirus SIRV9	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Usarudivirus SIRV9' to 'Usarudivirus aestus' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Rudiviridae;Usarudivirus'	NA	5527	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	30	Rename	species	Usarudivirus SIRV10	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Usarudivirus SIRV10' to 'Usarudivirus acidum' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Rudiviridae;Usarudivirus'	NA	5528	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	31	Rename	species	Usarudivirus SIRV11	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Usarudivirus SIRV11' to 'Usarudivirus dryadis' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Rudiviridae;Usarudivirus'	NA	5529	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	32	Rename	species	Alphatristromavirus PFV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Alphatristromavirus PFV1' to 'Alphatristromavirus pozzuoliense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Primavirales;Tristromaviridae;Alphatristromavirus'	NA	5530	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	33	Rename	species	Alphatristromavirus PFV2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Alphatristromavirus PFV2' to 'Alphatristromavirus puteoliense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Primavirales;Tristromaviridae;Alphatristromavirus'	NA	5531	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	34	Rename	species	Betatristromavirus TTV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Betatristromavirus TTV1' to 'Betatristromavirus kraflaense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Primavirales;Tristromaviridae;Betatristromavirus'	NA	5532	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	35	Rename	species	Captovirus AFV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Captovirus AFV1' to 'Captovirus yellowstonense' in 'Adnaviria;Zilligvirae;Taleaviricota;Tokiviricetes;Ligamenvirales;Ungulaviridae;Captovirus'	NA	5533	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	36	Rename	species	Metforvirus Drs3	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Metforvirus Drs3' to 'Metforvirus limi' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Methanobavirales;Anaerodiviridae;Metforvirus'	NA	5534	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	37	Rename	species	Hacavirus HCTV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Hacavirus HCTV1' to 'Hacavirus italiense' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Druskaviridae;Hacavirus'	NA	5535	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	38	Rename	species	Tredecimvirus HVTV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tredecimvirus HVTV1' to 'Tredecimvirus thailandense' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Druskaviridae;Tredecimvirus'	NA	5536	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	39	Rename	species	Beejeyvirus BJ1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Beejeyvirus BJ1' to 'Beejeyvirus bagaejinnorense' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kirjokansivirales;Graaviviridae;Beejeyvirus'	NA	5537	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	40	Rename	species	Seejivirus CGphi46	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Seejivirus CGphi46' to 'Seejivirus salhabitans' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kirjokansivirales;Graaviviridae;Seejivirus'	NA	5538	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	41	Rename	species	Haloferacalesvirus HF1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Haloferacalesvirus HF1' to 'Haloferacalesvirus moolapense' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Haloferacalesvirus'	NA	5539	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	42	Rename	species	Haloferacalesvirus HJTV2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Haloferacalesvirus HJTV2' to 'Haloferacalesvirus thailandense' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Haloferacalesvirus'	NA	5540	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	43	Rename	species	Haloferacalesvirus HRTV5	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Haloferacalesvirus HRTV5' to 'Haloferacalesvirus pyrstotum' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Haloferacalesvirus'	NA	5541	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	44	Rename	species	Haloferacalesvirus HRTV8	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Haloferacalesvirus HRTV8' to 'Haloferacalesvirus salis' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Haloferacalesvirus'	NA	5542	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	45	Rename	species	Haloferacalesvirus HRTV10	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Haloferacalesvirus HRTV10' to 'Haloferacalesvirus eilatense' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Haloferacalesvirus'	NA	5543	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	46	Rename	species	Haloferacalesvirus HSTV4	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Haloferacalesvirus HSTV4' to 'Haloferacalesvirus samutsakhonense' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Haloferacalesvirus'	NA	5544	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	47	Rename	species	Haloferacalesvirus Serpecor1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Haloferacalesvirus Serpecor1' to 'Haloferacalesvirus serpentinense' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Haloferacalesvirus'	NA	5545	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	48	Rename	species	Laminvirus HRTV25	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Laminvirus HRTV25' to 'Laminvirus thailandense' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Laminvirus'	NA	5546	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	49	Rename	species	Mincapvirus HSTV2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Mincapvirus HSTV2' to 'Mincapvirus eilatense' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Mincapvirus'	NA	5547	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	50	Rename	species	Minorvirus HRTV27	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Minorvirus HRTV27' to 'Minorvirus thailandense' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Minorvirus'	NA	5548	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	51	Rename	species	Dpdavirus HRTV29	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Dpdavirus HRTV29' to 'Dpdavirus caudatum' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kirjokansivirales;Haloferuviridae;Dpdavirus'	NA	5549	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	52	Rename	species	Retbasiphovirus HFTV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Retbasiphovirus HFTV1' to 'Retbasiphovirus hantatum' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kirjokansivirales;Haloferuviridae;Retbasiphovirus'	NA	5550	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	53	Rename	species	Saldibavirus HRTV4	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Saldibavirus HRTV4' to 'Saldibavirus natrii' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kirjokansivirales;Haloferuviridae;Saldibavirus'	NA	5551	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	54	Rename	species	Hagravirus HGTV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Hagravirus HGTV1' to 'Hagravirus capitaneum' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Halomagnusviridae;Hagravirus'	NA	5552	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	55	Rename	species	Psimunavirus psiM2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Psimunavirus psiM2' to 'Psimunavirus limi' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Methanobavirales;Leisingerviridae;Psimunavirus'	NA	5553	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	56	Rename	species	Clampvirus HHTV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Clampvirus HHTV1' to 'Clampvirus italiense' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Madisaviridae;Clampvirus'	NA	5554	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	57	Rename	species	Hatrivirus HATV3	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Hatrivirus HATV3' to 'Hatrivirus caudatum' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kirjokansivirales;Pyrstoviridae;Hatrivirus'	NA	5555	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	58	Rename	species	Halohivirus HHTV2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Halohivirus HHTV2' to 'Halohivirus suolae' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Saparoviridae;Halohivirus'	NA	5556	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	59	Rename	species	Samsavirus HCTV2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Samsavirus HCTV2' to 'Samsavirus crystalli' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Saparoviridae;Samsavirus'	NA	5557	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	60	Rename	species	Lonfivirus HSTV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Lonfivirus HSTV1' to 'Lonfivirus codicilli' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kirjokansivirales;Shortaselviridae;Lonfivirus'	NA	5558	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	61	Rename	species	Eilatmyovirus HATV2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Eilatmyovirus HATV2' to 'Eilatmyovirus salis' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Soleiviridae;Eilatmyovirus'	NA	5559	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	62	Rename	species	Pormufvirus HRTV28	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Pormufvirus HRTV28' to 'Pormufvirus salinum' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Suolaviridae;Pormufvirus'	NA	5560	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.Archaeal_binomials.docx	2023.001A.Archaeal_binomials.xlsx	63	Rename	species	Chaovirus ChaoS9	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Chaovirus ChaoS9' to 'Chaovirus bigenum' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Vertoviridae;Chaovirus'	NA	5561	NA	NA	NA	NA	NA
