subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	order	docpath	path	file	basename	xlsxpath
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2058	Move; rename	species	Bahnicevirus solihabitans	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE species named 'Bahnicevirus solihabitans' to species named 'Hodnevirus solihabitans' PROPOSED//CUR=[identical]Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Bahnicevirus;Bahnicevirus solihabitans	NA	5932	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2059	Move; rename	species	Bahnicevirus solivicinum	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE species named 'Bahnicevirus solivicinum' to species named 'Hodnevirus solivicinum' PROPOSED//CUR=[identical]Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Bahnicevirus;Bahnicevirus solivicinum	NA	5933	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2060	Move; rename	species	Bahnicevirus solivivens	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE species named 'Bahnicevirus solivivens' to species named 'Hodnevirus solivivens' PROPOSED//CUR=[identical]Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Bahnicevirus;Bahnicevirus solivivens	NA	5934	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2061	Move; rename	species	Bahnicevirus telluradaptatum	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE species named 'Bahnicevirus telluradaptatum' to species named 'Hodnevirus telluradaptatum' PROPOSED//CUR=[identical]Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Bahnicevirus;Bahnicevirus telluradaptatum	NA	5935	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2062	Move; rename	species	Bahnicevirus tellurenecus	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE species named 'Bahnicevirus tellurenecus' to species named 'Hodnevirus tellurenecus' PROPOSED//CUR=[identical]Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Bahnicevirus;Bahnicevirus tellurenecus	NA	5936	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2063	Move; rename	species	Bahnicevirus telluricola	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE species named 'Bahnicevirus telluricola' to species named 'Hodnevirus telluricola' PROPOSED//CUR=[identical]Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Bahnicevirus;Bahnicevirus telluricola	NA	5937	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2064	Move; rename	species	Bahnicevirus tellurihabitans	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE species named 'Bahnicevirus tellurihabitans' to species named 'Hodnevirus tellurihabitans' PROPOSED//CUR=[identical]Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Bahnicevirus;Bahnicevirus tellurihabitans	NA	5938	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2065	Move; rename	species	Bahnicevirus tellurivicinum	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE species named 'Bahnicevirus tellurivicinum' to species named 'Hodnevirus tellurivicinum' PROPOSED//CUR=[identical]Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Bahnicevirus;Bahnicevirus tellurivicinum	NA	5939	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2066	Move; rename	species	Bahnicevirus tellurivivens	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE species named 'Bahnicevirus tellurivivens' to species named 'Hodnevirus tellurivivens' PROPOSED//CUR=[identical]Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Bahnicevirus;Bahnicevirus tellurivivens	NA	5940	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2067	Move; rename	species	Bahnicevirus terradaptatum	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE species named 'Bahnicevirus terradaptatum' to species named 'Hodnevirus terradaptatum' PROPOSED//CUR=[identical]Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Bahnicevirus;Bahnicevirus terradaptatum	NA	5941	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2068	Move; rename	species	Gredihovirus terrenecus	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE species named 'Gredihovirus terrenecus' to species named 'Hodnevirus terrenecus' PROPOSED//CUR=[identical]Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Gredihovirus;Gredihovirus terrenecus	NA	5942	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2069	Move; rename	species	Bahnicevirus terricola	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE species named 'Bahnicevirus terricola' to species named 'Hodnevirus terricola' PROPOSED//CUR=[identical]Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Bahnicevirus;Bahnicevirus terricola	NA	5943	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2070	Move; rename	species	Gredihovirus terrihabitans	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE species named 'Gredihovirus terrihabitans' to species named 'Hodnevirus terrihabitans' PROPOSED//CUR=[identical]Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Gredihovirus;Gredihovirus terrihabitans	NA	5944	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2071	Move; rename	species	Gredihovirus terrivicinum	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE species named 'Gredihovirus terrivicinum' to species named 'Hodnevirus terrivicinum' PROPOSED//CUR=[identical]Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Gredihovirus;Gredihovirus terrivicinum	NA	5945	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2072	Move; rename	species	Gredihovirus terrivivens	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE species named 'Gredihovirus terrivivens' to species named 'Hodnevirus terrivivens' PROPOSED//CUR=[identical]Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Gredihovirus;Gredihovirus terrivivens	NA	5946	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2073	Create new	genus	Hohnuvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohnuvirus'	NA	933	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2074	Create new	species	Hohnuvirus chthonocola	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohnuvirus;Hohnuvirus chthonocola'	NA	3360	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2075	Create new	species	Hohrdovirus agrenecus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus agrenecus'	NA	3361	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2076	Create new	species	Hohrdovirus agricola	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus agricola'	NA	3362	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2077	Create new	species	Hohrdovirus agrivicinum	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus agrivicinum'	NA	3363	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2078	Create new	species	Hohrdovirus asiocola	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus asiocola'	NA	3364	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2079	Move; rename	species	Dohnjavirus caenadaptatum	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE species named 'Dohnjavirus caenadaptatum' to species named 'Hohrdovirus caenadaptatum' PROPOSED//CUR=[identical]Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Dohnjavirus;Dohnjavirus caenadaptatum	NA	5947	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2080	Create new	species	Hohrdovirus chorenecus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus chorenecus'	NA	3365	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2081	Create new	species	Hohrdovirus chorohabitans	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus chorohabitans'	NA	3366	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2082	Create new	species	Hohrdovirus chorovivens	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus chorovivens'	NA	3367	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2083	Create new	species	Hohrdovirus chthonadaptatum	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus chthonadaptatum'	NA	3368	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2084	Create new	species	Hohrdovirus edaphadaptatum	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus edaphadaptatum'	NA	3369	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2085	Create new	species	Hohrdovirus edaphenecus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus edaphenecus'	NA	3370	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2086	Create new	species	Hohrdovirus edaphocola	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus edaphocola'	NA	3371	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2087	Create new	species	Hohrdovirus geoadaptatum	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus geoadaptatum'	NA	3372	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2088	Create new	species	Hohrdovirus geoenecus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus geoenecus'	NA	3373	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2089	Create new	species	Hohrdovirus lutenecus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus lutenecus'	NA	3374	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2090	Create new	species	Hohrdovirus messenecus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus messenecus'	NA	3375	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2091	Create new	species	Hohrdovirus messihabitans	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus messihabitans'	NA	3376	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2092	Create new	species	Hohrdovirus montishabitans	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus montishabitans'	NA	3377	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2093	Create new	species	Hohrdovirus neolimadaptatum	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus neolimadaptatum'	NA	3378	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2094	Create new	species	Hohrdovirus radicivicinum	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus radicivicinum'	NA	3379	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2095	Create new	species	Hohrdovirus tellurihabitans	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus tellurihabitans'	NA	3380	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2096	Create new	species	Hohrdovirus tellurivivens	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus tellurivivens'	NA	3381	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2097	Create new	species	Hohrdovirus terradaptatum	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus terradaptatum'	NA	3382	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2098	Create new	species	Hohrdovirus terrihabitans	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus terrihabitans'	NA	3383	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2099	Create new	species	Hohrdovirus terrivivens	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus;Hohrdovirus terrivivens'	NA	3384	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2100	Create new	species	Huhbevirus agrihabitans	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus agrihabitans'	NA	3385	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2101	Create new	species	Huhbevirus agrivicinum	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus agrivicinum'	NA	3386	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2102	Create new	species	Huhbevirus arvenecus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus arvenecus'	NA	3387	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2103	Create new	species	Huhbevirus arvicola	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus arvicola'	NA	3388	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2104	Create new	species	Huhbevirus asiadaptatum	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus asiadaptatum'	NA	3389	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2105	Create new	species	Huhbevirus asienecus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus asienecus'	NA	3390	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2106	Create new	species	Huhbevirus caenicola	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus caenicola'	NA	3391	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2107	Create new	species	Huhbevirus caenivicinum	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus caenivicinum'	NA	3392	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2108	Create new	species	Huhbevirus chorohabitans	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus chorohabitans'	NA	3393	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2109	Create new	species	Huhbevirus chorovivens	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus chorovivens'	NA	3394	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2110	Create new	species	Huhbevirus edaphocola	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus edaphocola'	NA	3395	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2111	Create new	species	Huhbevirus edaphohabitans	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus edaphohabitans'	NA	3396	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2112	Create new	species	Huhbevirus edaphovicinum	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus edaphovicinum'	NA	3397	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2113	Create new	species	Huhbevirus faecadaptatum	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus faecadaptatum'	NA	3398	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2114	Create new	species	Huhbevirus faecenecus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus faecenecus'	NA	3399	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2115	Create new	species	Huhbevirus faecicola	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus faecicola'	NA	3400	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2116	Create new	species	Huhbevirus faecihabitans	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus faecihabitans'	NA	3401	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2117	Create new	species	Huhbevirus faecivicinum	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus faecivicinum'	NA	3402	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.001B	2023.001B.Leviviricetes_reorg.docx	2023.001B.Leviviricetes_reorg.xlsx	2118	Create new	species	Huhbevirus faecivivens	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Huhbevirus;Huhbevirus faecivivens'	NA	3403	NA	NA	NA	NA	NA
