isolate_id	Isolate ID	Species Sort	Isolate Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Genome coverage	Genome	Host source	Accessions Link	Editor Notes	QC_status	QC_taxon_inher_molecule	QC_taxon_change	QC_taxon_proposal
1000991	VMR1000991	876	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Przondovirus		Przondovirus KpV763	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408431&ictv_id=ICTV201908431","ICTV201908431")	E	Klebsiella phage vB_KpnP_KpV763			KX591654	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KX591654","NCBI Nucleotide")			dsDNA	same	
1000993	VMR1000993	877	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Przondovirus		Przondovirus KpV767	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408432&ictv_id=ICTV201908432","ICTV201908432")	E	Klebsiella phage vB_KpnP_KpV767			KX712070	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KX712070","NCBI Nucleotide")			dsDNA	same	
1000994	VMR1000994	891	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Przondovirus		Przondovirus pharr	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408448&ictv_id=ICTV201908448","ICTV201908448")	E	Klebsiella phage Pharr			MK618658	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK618658","NCBI Nucleotide")			dsDNA	same	
1000995	VMR1000995	893	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Przondovirus		Przondovirus PRA33	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408436&ictv_id=ICTV201908436","ICTV201908436")	E	Klebsiella phage vB_KpnP_PRA33			KY652723	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KY652723","NCBI Nucleotide")			dsDNA	same	
1000996	VMR1000996	915	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Przondovirus		Przondovirus SHKp152234	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408449&ictv_id=ICTV201908449","ICTV201908449")	E	Klebsiella phage SH-Kp 152234			KY450753	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KY450753","NCBI Nucleotide")			dsDNA	same	
1000997	VMR1000997	916	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Przondovirus		Przondovirus SHKp152410	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408440&ictv_id=ICTV201908440","ICTV201908440")	E	Klebsiella phage SH-Kp 152410			MG835568	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MG835568","NCBI Nucleotide")			dsDNA	same	
1000998	VMR1000998	933	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus 2050H2	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408475&ictv_id=ICTV201908475","ICTV201908475")	E	Serratia phage 2050H2			MF285620	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MF285620","NCBI Nucleotide")			dsDNA	same	
1000999	VMR1000999	934	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus AP5	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408465&ictv_id=ICTV201908465","ICTV201908465")	E	Yersinia phage vB_YenP_AP5			KM253764	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KM253764","NCBI Nucleotide")			dsDNA	same	
1001000	VMR1001000	936	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus CFP1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408466&ictv_id=ICTV201908466","ICTV201908466")	E	Citrobacter phage phiCFP-1			KP313531	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KP313531","NCBI Nucleotide")			dsDNA	same	
1001001	VMR1001001	938	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus E2	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408467&ictv_id=ICTV201908467","ICTV201908467")	E	Enterobacter phage E-2			KP791805	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KP791805","NCBI Nucleotide")			dsDNA	same	
1001002	VMR1001002	939	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus E3	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408468&ictv_id=ICTV201908468","ICTV201908468")	E	Enterobacter phage E-3			KP791806	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KP791806","NCBI Nucleotide")			dsDNA	same	
1001003	VMR1001003	940	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus ECA2	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408472&ictv_id=ICTV201908472","ICTV201908472")	E	Escherichia phage ECA2			KX130726	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KX130726","NCBI Nucleotide")			dsDNA	same	
1001004	VMR1001004	954	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus KPN3	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408477&ictv_id=ICTV201908477","ICTV201908477")	E	Enterobacter phage KPN3			KX452696	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KX452696","NCBI Nucleotide")			dsDNA	same	
1001005	VMR1001005	957	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus LL2	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408476&ictv_id=ICTV201908476","ICTV201908476")	E	Escherichia phage LL2			MH717709	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH717709","NCBI Nucleotide")			dsDNA	same	
1001006	VMR1001006	965	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus RPN15	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202414551&ictv_id=ICTV202214551","ICTV202214551")	E	Salmonella phage vB_SAg-RPN15			OL800605	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OL800605","NCBI Nucleotide")			dsDNA	same	
1001007	VMR1001007	969	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus SGJL2	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408463&ictv_id=ICTV201908463","ICTV201908463")	E	Salmonella phage phiSG-JL2			EU547803	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/EU547803","NCBI Nucleotide")			dsDNA	same	
1001008	VMR1001008	970	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus SH1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408470&ictv_id=ICTV201908470","ICTV201908470")	E	Citrobacter phage SH1			KU687347	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KU687347","NCBI Nucleotide")			dsDNA	same	
1001009	VMR1001009	971	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus SH2	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408471&ictv_id=ICTV201908471","ICTV201908471")	E	Citrobacter phage SH2			KU687348	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KU687348","NCBI Nucleotide")			dsDNA	same	
1001010	VMR1001010	972	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus SM93Y	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408473&ictv_id=ICTV201908473","ICTV201908473")	E	Serratia phage SM9-3Y			KX778611	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KX778611","NCBI Nucleotide")			dsDNA	same	
1001011	VMR1001011	973	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus T3	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408460&ictv_id=ICTV201908460","ICTV201908460")	E	Enterobacteria phage T3			KC960671	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KC960671","NCBI Nucleotide")			dsDNA	same	
1001012	VMR1001012	974	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus T3Luria	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408462&ictv_id=ICTV201908462","ICTV201908462")	E	Bacteriophage T3			AJ318471	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AJ318471","NCBI Nucleotide")			dsDNA	same	
1001014	VMR1001014	979	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus tv10164302	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408474&ictv_id=ICTV201908474","ICTV201908474")	E	Leclercia phage 10164-302			MF285616	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MF285616","NCBI Nucleotide")			dsDNA	same	
1001015	VMR1001015	981	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus YeF10	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408469&ictv_id=ICTV201908469","ICTV201908469")	E	Yersinia phage phiYe-F10			KT008108	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KT008108","NCBI Nucleotide")			dsDNA	same	
1001016	VMR1001016	982	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teetrevirus		Teetrevirus YeO312	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408461&ictv_id=ICTV201908461","ICTV201908461")	E	Yersinia phage phiYeO3-12			AJ251805	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AJ251805","NCBI Nucleotide")			dsDNA	same	
1001017	VMR1001017	983	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teseptimavirus		Teseptimavirus 13a	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408478&ictv_id=ICTV201908478","ICTV201908478")	E	Escherichia phage 13a			EU734174	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/EU734174","NCBI Nucleotide")			dsDNA	same	
1001018	VMR1001018	986	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teseptimavirus		Teseptimavirus C5	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408490&ictv_id=ICTV201908490","ICTV201908490")	E	Escherichia phage C5			MH717099	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH717099","NCBI Nucleotide")			dsDNA	same	
1001019	VMR1001019	987	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teseptimavirus		Teseptimavirus CICC80001	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408483&ictv_id=ICTV201908483","ICTV201908483")	E	Escherichia phage CICC 80001			KM242061	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KM242061","NCBI Nucleotide")			dsDNA	same	
1001020	VMR1001020	672	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Ebriosvirus		Ebriosvirus ebrios	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408487&ictv_id=ICTV201908487","ICTV201908487")	E	Escherichia phage Ebrios			MG966531	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MG966531","NCBI Nucleotide")			dsDNA	Renamed,Moved,	=HYPERLINK("https://ictv.global/ictv/proposals/2024.045B.Autographivirales.zip","2024.045B.Autographivirales.zip")
1001021	VMR1001021	989	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teseptimavirus		Teseptimavirus EG1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408485&ictv_id=ICTV201908485","ICTV201908485")	E	Escherichia phage EG1			MG488277	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MG488277","NCBI Nucleotide")			dsDNA	same	
1001022	VMR1001022	990	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Teseptimavirus		Teseptimavirus HZ2R8	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408486&ictv_id=ICTV201908486","ICTV201908486")	E	Escherichia phage HZ2R8			MG832642	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MG832642","NCBI Nucleotide")			dsDNA	same	
1001023	VMR1001023	13608	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus callaflavi	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202406662&ictv_id=ICTV201856662","ICTV201856662")	E	calla lily chlorotic spot virus	CCSV	Calla lily	L: FJ822962; M: FJ822961; S: AY867502	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/FJ822962,FJ822961,AY867502","NCBI Nucleotide")			ssRNA(+/-)	same	
1001024	VMR1001024	13609	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus capsiciflavi	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202406663&ictv_id=ICTV201856663","ICTV201856663")	E	Capsicum chlorosis virus	CaCV	AIT	L: DQ256124; M: DQ256125; S: DQ256123	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/DQ256124,DQ256125,DQ256123","NCBI Nucleotide")			ssRNA(+/-)	same	
1001025	VMR1001025	13610	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus capsicimaculaflavi	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202407250&ictv_id=ICTV201907250","ICTV201907250")	E	pepper chlorotic spot virus	PCSV	14YV733	L: KX247379; M: KX247378; S: KX247377	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KX247379,KX247378,KX247377","NCBI Nucleotide")			ssRNA(+/-)	same	
1001026	VMR1001026	13611	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus chrysanthinecrocaulis	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202406664&ictv_id=ICTV201856664","ICTV201856664")	E	chrysanthemum stem necrosis virus	CSNV	PD4412741	L: KM114546; M: KM114547; S: KM114548	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KM114546,KM114547,KM114548","NCBI Nucleotide")			ssRNA(+/-)	same	
1001027	VMR1001027	13612	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus citrullomaculosi	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202400188&ictv_id=ICTV19990703","ICTV19990703")	E	watermelon silver mottle virus	WSMoV		L: AF133128; M: U75379; S: U78734	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AF133128,U75379,U78734","NCBI Nucleotide")			ssRNA(+/-)	same	
1001028	VMR1001028	13613	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus citrullonecrosis	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202400187&ictv_id=ICTV20141815","ICTV20141815")	E	watermelon bud necrosis virus	WBNV	JT	L: GU735408; M: GU584185; S: GU584184	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/GU735408,GU584185,GU584184","NCBI Nucleotide")			ssRNA(+/-)	same	
1001029	VMR1001029	13614	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus cucurbichlorosis	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202400189&ictv_id=ICTV19990704","ICTV19990704")	E	zucchini lethal chlorosis virus	ZLCV	SP	L: KU641378; M: KU641379; S: KU641380	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KU641378,KU641379,KU641380","NCBI Nucleotide")			ssRNA(+/-)	same	
1001030	VMR1001030	13617	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus glycininecrovenae	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202406667&ictv_id=ICTV201856667","ICTV201856667")	E	soybean vein necrosis virus	SVNV	TN	L: HQ728385; M: HQ728386; S: HQ728387	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/HQ728385,HQ728386,HQ728387","NCBI Nucleotide")			ssRNA(+/-)	same	
1001031	VMR1001031	13618	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus hippeflavi	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202407248&ictv_id=ICTV201907248","ICTV201907248")	E	Hippeastrum chlorotic spot virus	HCRV	HLS1-2	L: HG763861; M: JX833565; S: JX833564	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/HG763861,JX833565,JX833564","NCBI Nucleotide")			ssRNA(+/-)	same	
1001032	VMR1001032	13619	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus impatiensnecromaculae	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202400182&ictv_id=ICTV19950812","ICTV19950812")	E	impatiens necrotic spot virus	INSV	NL-07	L: X93218; M: M74904; S: X66972	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/X93218,M74904,X66972","NCBI Nucleotide")			ssRNA(+/-)	same	
1001033	VMR1001033	13620	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus iridimaculaflavi	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202400183&ictv_id=ICTV20141814","ICTV20141814")	E	iris yellow spot virus	IYSV		L: FJ623474; M: AF214014; S: AF001387	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/FJ623474,AF214014,AF001387","NCBI Nucleotide")			ssRNA(+/-)	same	
1001034	VMR1001034	13621	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus meloflavi	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202406666&ictv_id=ICTV201856666","ICTV201856666")	E	melon yellow spot virus	MYSV	Tospo-melo	L: AB061774; M: AB061773; S: AB038343	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AB061774,AB061773,AB038343","NCBI Nucleotide")			ssRNA(+/-)	same	
1001035	VMR1001035	13622	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus melotessellati	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202406665&ictv_id=ICTV201856665","ICTV201856665")	E	melon severe mosaic virus	MSMV	VE440-A	L: KX698424; M: KX698423; S: KX698422	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KX698424,KX698423,KX698422","NCBI Nucleotide")			ssRNA(+/-)	same	
1001036	VMR1001036	13623	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus morivenae	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202407249&ictv_id=ICTV201907249","ICTV201907249")	E	mulberry vein banding-associated virus	MVBaV	XCSY-3	L: KM819698; M: KM819699; S: KM819701	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KM819698,KM819699,KM819701","NCBI Nucleotide")			ssRNA(+/-)	same	
1001037	VMR1001037	13624	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus phaseolinecrotessellati	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202406661&ictv_id=ICTV201856661","ICTV201856661")	E	bean necrotic mosaic virus	BeNMV	TF-SP	L: JF417980; M: JN587269; S: JN587268	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/JF417980,JN587269,JN587268","NCBI Nucleotide")			ssRNA(+/-)	same	
1001038	VMR1001038	13625	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus polygonianuli	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202400184&ictv_id=ICTV20131443","ICTV20131443")	E	Polygonum ringspot virus	PolRSV	Plg13	L: KJ541746; M: KJ541745; S: KJ541744	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KJ541746,KJ541745,KJ541744","NCBI Nucleotide")			ssRNA(+/-)	same	
1001039	VMR1001039	13626	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus tomatanuli	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202407251&ictv_id=ICTV201907251","ICTV201907251")	E	tomato yellow ring virus	TYRV	TYRV-t	L: JN560178; M: JN560177; S: AY686718	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/JN560178,JN560177,AY686718","NCBI Nucleotide")			ssRNA(+/-)	same	
1001040	VMR1001040	13627	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus tomatoflavi	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202400185&ictv_id=ICTV19990701","ICTV19990701")	E	tomato cholorotic spot virus	TCSV	AB8900-2-3	L: HQ700667	Partial genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/HQ700667","NCBI Nucleotide")			ssRNA(+/-)	same	
1001041	VMR1001041	13628	1	Riboviria		Orthornavirae		Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Tospoviridae		Orthotospovirus		Orthotospovirus tomatomaculae	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202400186&ictv_id=ICTV19710332","ICTV19710332")	E	tomato spotted wilt virus	TSWV	BR-01 CNPH1)	L: D10066; M: S48091; S: D00645	Complete genome	ssRNA(+/-)	invertebrates, plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/D10066,S48091,D00645","NCBI Nucleotide")			ssRNA(+/-)	same	
