prev_taxid	new_taxid	proposal	notes	is_merged	is_split	is_moved	is_promoted	is_demoted	is_renamed	is_new	is_deleted	is_now_type	tag_csv	is_lineage_updated	msl	tag_csv2	tag_csv_min
NULL	19710002	ICTV 1st Report.pdf	 p74	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710003	ICTV 1st Report.pdf	 p75	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710008	ICTV 1st Report.pdf	 p38	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710009	ICTV 1st Report.pdf	 p39	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710010	ICTV 1st Report.pdf	 p55	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710011	ICTV 1st Report.pdf	 p57	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710012	ICTV 1st Report.pdf	 p56	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710013	ICTV 1st Report.pdf	 p36	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710014	ICTV 1st Report.pdf	 p50	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710015	ICTV 1st Report.pdf	 p52	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710016	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710017	ICTV 1st Report.pdf	 p73	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710018	ICTV 1st Report.pdf	 p32	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710019	ICTV 1st Report.pdf	 p65	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710020	ICTV 1st Report.pdf	 p69	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710021	ICTV 1st Report.pdf	 p37	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710022	ICTV 1st Report.pdf	 p71	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710023	ICTV 1st Report.pdf	 p48	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710024	ICTV 1st Report.pdf	 p67	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710025	ICTV 1st Report.pdf	 p45	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710026	ICTV 1st Report.pdf	 p43	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710027	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710028	ICTV 1st Report.pdf	 p31	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710029	ICTV 1st Report.pdf	 p35	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710030	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710031	ICTV 1st Report.pdf	 p40	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710032	ICTV 1st Report.pdf	 p59	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710033	ICTV 1st Report.pdf	 p49	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710034	ICTV 1st Report.pdf	 p47	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710035	ICTV 1st Report.pdf	 p41	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710036	ICTV 1st Report.pdf	 p64	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710037	ICTV 1st Report.pdf	 p42	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710038	ICTV 1st Report.pdf	 p70	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710039	ICTV 1st Report.pdf	 p68	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710040	ICTV 1st Report.pdf	 p28	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710041	ICTV 1st Report.pdf	 p44	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710042	ICTV 1st Report.pdf	 p51	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710043	ICTV 1st Report.pdf	 p66	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710044	ICTV 1st Report.pdf	 p30	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710045	ICTV 1st Report.pdf	 p60	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710046	ICTV 1st Report.pdf	 p63	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710047	ICTV 1st Report.pdf	 p58	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710048	ICTV 1st Report.pdf	 p62	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710049	ICTV 1st Report.pdf	 p72	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710050	ICTV 1st Report.pdf	 p61	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710051	ICTV 1st Report.pdf	 p38	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710052	ICTV 1st Report.pdf	 p38	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710053	ICTV 1st Report.pdf	 p38	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710054	ICTV 1st Report.pdf	 p38	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710055	ICTV 1st Report.pdf	 p38	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710056	ICTV 1st Report.pdf	 p38	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710057	ICTV 1st Report.pdf	 p39	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710058	ICTV 1st Report.pdf	 p39	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710059	ICTV 1st Report.pdf	 p39	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710060	ICTV 1st Report.pdf	 p39	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710061	ICTV 1st Report.pdf	 p55	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710062	ICTV 1st Report.pdf	 p55	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710063	ICTV 1st Report.pdf	 p57	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710064	ICTV 1st Report.pdf	 p57	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710065	ICTV 1st Report.pdf	 p57	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710066	ICTV 1st Report.pdf	 p57	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710067	ICTV 1st Report.pdf	 p57	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710068	ICTV 1st Report.pdf	 p57	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710069	ICTV 1st Report.pdf	 p56	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710070	ICTV 1st Report.pdf	 p56	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710071	ICTV 1st Report.pdf	 p36	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710072	ICTV 1st Report.pdf	 p50	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710073	ICTV 1st Report.pdf	 p52	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710074	ICTV 1st Report.pdf	 p52	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710075	ICTV 1st Report.pdf	 p52	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710076	ICTV 1st Report.pdf	 p52	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710077	ICTV 1st Report.pdf	 p52	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710078	ICTV 1st Report.pdf	 p52	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710079	ICTV 1st Report.pdf	 p52	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710080	ICTV 1st Report.pdf	 p52	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710081	ICTV 1st Report.pdf	 p52	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710082	ICTV 1st Report.pdf	 p52	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710083	ICTV 1st Report.pdf	 p52	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710084	ICTV 1st Report.pdf	 p52	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710085	ICTV 1st Report.pdf	 p52	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710086	ICTV 1st Report.pdf	 p52	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710087	ICTV 1st Report.pdf	 p52	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710088	ICTV 1st Report.pdf	 p52	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710089	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710090	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710091	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710092	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710093	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710094	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710095	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710096	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710097	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710098	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710099	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710100	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710101	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710102	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710103	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710104	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710105	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710106	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710107	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710108	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710109	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710110	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710111	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710112	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710113	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710114	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710115	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710116	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710117	ICTV 1st Report.pdf	 p54	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710118	ICTV 1st Report.pdf	 p54	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710119	ICTV 1st Report.pdf	 p54	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710120	ICTV 1st Report.pdf	 p54	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710121	ICTV 1st Report.pdf	 p54	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710122	ICTV 1st Report.pdf	 p54	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710123	ICTV 1st Report.pdf	 p54	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710124	ICTV 1st Report.pdf	 p54	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710125	ICTV 1st Report.pdf	 p53	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710126	ICTV 1st Report.pdf	 p54	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710127	ICTV 1st Report.pdf	 p73	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710128	ICTV 1st Report.pdf	 p73	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710129	ICTV 1st Report.pdf	 p73	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710130	ICTV 1st Report.pdf	 p73	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710131	ICTV 1st Report.pdf	 p73	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710132	ICTV 1st Report.pdf	 p73	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710133	ICTV 1st Report.pdf	 p73	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710134	ICTV 1st Report.pdf	 p73	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710135	ICTV 1st Report.pdf	 p73	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710136	ICTV 1st Report.pdf	 p73	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710137	ICTV 1st Report.pdf	 p73	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710138	ICTV 1st Report.pdf	 p32	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710139	ICTV 1st Report.pdf	 p32	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710140	ICTV 1st Report.pdf	 p32	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710141	ICTV 1st Report.pdf	 p32	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710142	ICTV 1st Report.pdf	 p65	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710143	ICTV 1st Report.pdf	 p65	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710144	ICTV 1st Report.pdf	 p65	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710145	ICTV 1st Report.pdf	 p69	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710146	ICTV 1st Report.pdf	 p69	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710147	ICTV 1st Report.pdf	 p69	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710148	ICTV 1st Report.pdf	 p69	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710149	ICTV 1st Report.pdf	 p69	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710150	ICTV 1st Report.pdf	 p69	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710151	ICTV 1st Report.pdf	 p69	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710152	ICTV 1st Report.pdf	 p69	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710153	ICTV 1st Report.pdf	 p37	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710154	ICTV 1st Report.pdf	 p37	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710155	ICTV 1st Report.pdf	 p71	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710156	ICTV 1st Report.pdf	 p71	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710157	ICTV 1st Report.pdf	 p71	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710158	ICTV 1st Report.pdf	 p71	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710159	ICTV 1st Report.pdf	 p48	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710160	ICTV 1st Report.pdf	 p48	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710161	ICTV 1st Report.pdf	 p48	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710162	ICTV 1st Report.pdf	 p48	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710163	ICTV 1st Report.pdf	 p48	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710164	ICTV 1st Report.pdf	 p48	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710165	ICTV 1st Report.pdf	 p48	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710166	ICTV 1st Report.pdf	 p67	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710167	ICTV 1st Report.pdf	 p67	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710168	ICTV 1st Report.pdf	 p67	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710169	ICTV 1st Report.pdf	 p45	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710170	ICTV 1st Report.pdf	 p43	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710171	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710172	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710173	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710174	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710175	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710176	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710177	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710178	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710179	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710180	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710181	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710182	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710184	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710185	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710186	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710187	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710188	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710189	ICTV 1st Report.pdf	 p34	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710190	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710191	ICTV 1st Report.pdf	 p33	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710192	ICTV 1st Report.pdf	 p31	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710193	ICTV 1st Report.pdf	 p31	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710194	ICTV 1st Report.pdf	 p31	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710195	ICTV 1st Report.pdf	 p35	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710196	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710197	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710198	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710199	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710200	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710201	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710202	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710203	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710204	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710205	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710206	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710207	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710208	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710209	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710210	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710211	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710212	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710213	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710214	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710215	ICTV 1st Report.pdf	 p46	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710216	ICTV 1st Report.pdf	 p40	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710217	ICTV 1st Report.pdf	 p59	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710218	ICTV 1st Report.pdf	 p59	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710219	ICTV 1st Report.pdf	 p59	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710220	ICTV 1st Report.pdf	 p59	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710221	ICTV 1st Report.pdf	 p59	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710222	ICTV 1st Report.pdf	 p59	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710223	ICTV 1st Report.pdf	 p59	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710224	ICTV 1st Report.pdf	 p49	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710225	ICTV 1st Report.pdf	 p49	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710226	ICTV 1st Report.pdf	 p49	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710227	ICTV 1st Report.pdf	 p47	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710228	ICTV 1st Report.pdf	 p47	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710229	ICTV 1st Report.pdf	 p47	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710230	ICTV 1st Report.pdf	 p47	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710231	ICTV 1st Report.pdf	 p47	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710232	ICTV 1st Report.pdf	 p47	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710233	ICTV 1st Report.pdf	 p41	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710234	ICTV 1st Report.pdf	 p41	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710235	ICTV 1st Report.pdf	 p41	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710236	ICTV 1st Report.pdf	 p41	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710237	ICTV 1st Report.pdf	 p41	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710238	ICTV 1st Report.pdf	 p41	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710239	ICTV 1st Report.pdf	 p41	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710240	ICTV 1st Report.pdf	 p41	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710241	ICTV 1st Report.pdf	 p41	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710242	ICTV 1st Report.pdf	 p41	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710243	ICTV 1st Report.pdf	 p64	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710244	ICTV 1st Report.pdf	 p42	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710245	ICTV 1st Report.pdf	 p70	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710246	ICTV 1st Report.pdf	 p70	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710247	ICTV 1st Report.pdf	 p70	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710248	ICTV 1st Report.pdf	 p70	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
NULL	19710249	ICTV 1st Report.pdf	 p70	0	0	0	0	0	0	1	0	0	New,	0	1	New,	New,
