subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	order
Plant virus (P) proposals	2023.013P	MISSING	2023.013P.N.v1.Potyviridae_rename_sp.xlsx	NA				WARNING	XLSX_EXTRA_SHEETS	XLS file has additional sheets not present in template	Worksheet(s) named 'Proposal Potyviridae' were added 	NA	
Plant virus (P) proposals	2023.013P	MISSING	2023.013P.N.v1.Potyviridae_rename_sp.xlsx	NA				ERROR	XLSX_MULTI_PROPOSAL	XLS file has more than one sheet named 'proposal'	More than 1 worksheet named 'proposal*' were found: 'Proposal Potyviridae','Proposal Template'	NA	
