subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	order
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	32	Create new	species	Lentinuvirus alphaarmillariae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Lentinuvirus;Lentinuvirus alphaarmillariae'	NA	71
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	33	Create new	species	Lentinuvirus betaarmillariae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Lentinuvirus;Lentinuvirus betaarmillariae'	NA	72
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	34	Create new	species	Lentinuvirus edodesense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Lentinuvirus;Lentinuvirus edodesense'	NA	73
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	35	Create new	species	Mobuvirus anophelesense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Mobuvirus;Mobuvirus anophelesense'	NA	74
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	36	Create new	species	Mobuvirus alphabafoussae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Mobuvirus;Mobuvirus alphabafoussae'	NA	75
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	37	Create new	species	Mobuvirus betabafoussae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Mobuvirus;Mobuvirus betabafoussae'	NA	76
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	38	Create new	species	Mobuvirus coquillettidiae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Mobuvirus;Mobuvirus coquillettidiae'	NA	77
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	39	Create new	species	Mobuvirus cotesiae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Mobuvirus;Mobuvirus cotesiae'	NA	78
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	40	Create new	species	Mobuvirus alamedae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Mobuvirus;Mobuvirus alamedae'	NA	79
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	41	Create new	species	Mobuvirus isahayae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Mobuvirus;Mobuvirus isahayae'	NA	80
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	42	Create new	species	Mobuvirus culexense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Mobuvirus;Mobuvirus culexense'	NA	81
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	43	Create new	species	Mobuvirus sanyae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Mobuvirus;Mobuvirus sanyae'	NA	82
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	44	Create new	species	Mobuvirus zhejiangense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Mobuvirus;Mobuvirus zhejiangense'	NA	83
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	45	Create new	species	Phasivirus siavongae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Phasivirus;Phasivirus siavongae'	NA	84
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	46	Create new	species	Phasivirus zambiae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Phasivirus;Phasivirus zambiae'	NA	85
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	47	Create new	species	Phasivirus alamedae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Phasivirus;Phasivirus alamedae'	NA	86
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	48	Create new	species	Phlebovirus alxae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Phlebovirus;Phlebovirus alxae'	NA	87
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	49	Create new	species	Phlebovirus baishanense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Phlebovirus;Phlebovirus baishanense'	NA	88
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	50	Create new	species	Phlebovirus pangoli	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Phlebovirus;Phlebovirus pangoli'	NA	89
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	51	Create new	species	Phlebovirus wuxiangense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Phlebovirus;Phlebovirus wuxiangense'	NA	90
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	52	Create new	species	Uukuvirus bolea	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Uukuvirus;Uukuvirus bolea'	NA	91
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	53	Create new	species	Uukuvirus trinidadense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Uukuvirus;Uukuvirus trinidadense'	NA	92
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	54	Create new	species	Uukuvirus tobagoense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Uukuvirus;Uukuvirus tobagoense'	NA	93
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	55	Create new	species	Uukuvirus changpingense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Uukuvirus;Uukuvirus changpingense'	NA	94
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	56	Create new	species	Uukuvirus qiluense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Uukuvirus;Uukuvirus qiluense'	NA	95
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	57	Create new	species	Uukuvirus  croatiae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Uukuvirus;Uukuvirus croatiae'	NA	96
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	58	Create new	species	Uukuvirus dermae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Uukuvirus;Uukuvirus dermae'	NA	97
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	59	Create new	species	Uukuvirus meccae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Uukuvirus;Uukuvirus meccae'	NA	98
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	60	Create new	species	Uukuvirus mbalambalae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Uukuvirus;Uukuvirus mbalambalae'	NA	99
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	61	Create new	species	Uukuvirus akirunoense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Uukuvirus;Uukuvirus akirunoense'	NA	100
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	62	Create new	species	Uukuvirus okutamae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Uukuvirus;Uukuvirus okutamae'	NA	101
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	63	Create new	species	Uukuvirus qinghaiense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Uukuvirus;Uukuvirus qinghaiense'	NA	102
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	64	Create new	species	Uukuvirus anatoliae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Uukuvirus;Uukuvirus anatoliae'	NA	103
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	65	Create new	species	Uukuvirus xinjiangense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Uukuvirus;Uukuvirus xinjiangense'	NA	104
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	66	Create new	species	Wenrivirus yellowseae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Phenuiviridae;Wenrivirus;Wenrivirus yellowseae'	NA	105
Animal dsRNA and -ssRNA (M) proposals	2025.007M	MISSING	2025.007M.N.v1.Phenuiviridae_62nsp+1asp.xlsx	67	Abolish	species	Laulavirus wardellense	SUCCESS	ABOLISH.OK	Change=ABOLISH, applied successfully	ABOLISH species named Laulavirus wardellense	NA	1
Animal dsRNA and -ssRNA (M) proposals	2025.008M	MISSING	2025.008M.N.v1.Rhabdoviridae_4nsp.xlsx	5	Create new	species	Novirhabdovirus carpione	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Gammarhabdovirinae;Novirhabdovirus;Novirhabdovirus carpione'	NA	106
Animal dsRNA and -ssRNA (M) proposals	2025.008M	MISSING	2025.008M.N.v1.Rhabdoviridae_4nsp.xlsx	6	Create new	species	Alphacrustrhavirus vison	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Deltarhabdovirinae;Alphacrustrhavirus;Alphacrustrhavirus vison'	NA	107
Animal dsRNA and -ssRNA (M) proposals	2025.008M	MISSING	2025.008M.N.v1.Rhabdoviridae_4nsp.xlsx	7	Create new	species	Betaplatrhavirus pipistrellus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betaplatrhavirus;Betaplatrhavirus pipistrellus'	NA	108
Animal dsRNA and -ssRNA (M) proposals	2025.008M	MISSING	2025.008M.N.v1.Rhabdoviridae_4nsp.xlsx	8	Create new	species	Betaplatrhavirus robustula	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betaplatrhavirus;Betaplatrhavirus robustula'	NA	109
Animal dsRNA and -ssRNA (M) proposals	2025.009M	MISSING	2025.009M.N.v1.Tupavirus_1nsp.xlsx	5	Create new	species	Tupavirus delphini	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=Ribovir[//i]a;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;[Tupavirus//Alpharhabdovirinae];[//Tupavirus], otherProposals=NA	NA	110
Animal dsRNA and -ssRNA (M) proposals	2025.009M	MISSING	2025.009M.N.v1.Tupavirus_1nsp.xlsx	5	Create new	species	Tupavirus delphini	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Tupavirus;Tupavirus delphini'	NA	110
Animal dsRNA and -ssRNA (M) proposals	2025.010M	MISSING	2025.010M.N.v1.Xinmoviridae_5ng_5nsp.xlsx	5	Create new	genus	Actovirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Xinmoviridae;Actovirus'	NA	6
Animal dsRNA and -ssRNA (M) proposals	2025.010M	MISSING	2025.010M.N.v1.Xinmoviridae_5ng_5nsp.xlsx	6	Create new	species	Actovirus hainanense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Xinmoviridae;Actovirus;Actovirus hainanense'	NA	111
Animal dsRNA and -ssRNA (M) proposals	2025.010M	MISSING	2025.010M.N.v1.Xinmoviridae_5ng_5nsp.xlsx	7	Create new	genus	Yahinvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Xinmoviridae;Yahinvirus'	NA	7
Animal dsRNA and -ssRNA (M) proposals	2025.010M	MISSING	2025.010M.N.v1.Xinmoviridae_5ng_5nsp.xlsx	8	Create new	species	Yahinvirus chinaense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Xinmoviridae;Yahinvirus;Yahinvirus chinaense'	NA	112
Animal dsRNA and -ssRNA (M) proposals	2025.010M	MISSING	2025.010M.N.v1.Xinmoviridae_5ng_5nsp.xlsx	9	Create new	genus	Hyatvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Xinmoviridae;Hyatvirus'	NA	8
Animal dsRNA and -ssRNA (M) proposals	2025.010M	MISSING	2025.010M.N.v1.Xinmoviridae_5ng_5nsp.xlsx	10	Create new	species	Hyatvirus russiaense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Xinmoviridae;Hyatvirus;Hyatvirus russiaense'	NA	113
Animal dsRNA and -ssRNA (M) proposals	2025.010M	MISSING	2025.010M.N.v1.Xinmoviridae_5ng_5nsp.xlsx	11	Create new	genus	Opavirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Xinmoviridae;Opavirus'	NA	9
Animal dsRNA and -ssRNA (M) proposals	2025.010M	MISSING	2025.010M.N.v1.Xinmoviridae_5ng_5nsp.xlsx	12	Create new	species	Opavirus hayense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Xinmoviridae;Opavirus;Opavirus hayense'	NA	114
Animal dsRNA and -ssRNA (M) proposals	2025.010M	MISSING	2025.010M.N.v1.Xinmoviridae_5ng_5nsp.xlsx	13	Create new	genus	Omyavirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Xinmoviridae;Omyavirus'	NA	10
Animal dsRNA and -ssRNA (M) proposals	2025.010M	MISSING	2025.010M.N.v1.Xinmoviridae_5ng_5nsp.xlsx	14	Create new	species	Omyavirus bahiaense	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Xinmoviridae;Omyavirus;Omyavirus bahiaense'	NA	115
