Isolate ID	Species Sort	Isolate Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Genome coverage	Genome	Host source	Accessions Link	Editor Notes	QC_status	QC_taxon_inher_molecule	QC_taxon_change	QC_taxon_proposal
=HYPERLINK("https://ictv.global/id/VMR1008000","VMR1008000")	8564	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumflavusthailandense	=HYPERLINK("https://ictv.global/id/ICTV19951004","ICTV19951004")	E	tomato yellow leaf curl Thailand virus-A	TYLCTHV-A	Thailand-2	DNA-A: AF141922; DNA-B: AF141897	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AF141922,AF141897","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012642","VMR1012642")	8564	2	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumflavusthailandense	=HYPERLINK("https://ictv.global/id/ICTV19951004","ICTV19951004")	A	tomato yellow leaf curl Thailand virus-B	TYLCTHV-B	Thailand-Chiang Mai-B	DNA-A: AY514630	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AY514630","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012643","VMR1012643")	8564	3	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumflavusthailandense	=HYPERLINK("https://ictv.global/id/ICTV19951004","ICTV19951004")	A	tomato yellow leaf curl Thailand virus-C	TYLCTHV-C	China-Yunnan 72-2002	DNA-A: AJ495812	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AJ495812","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012644","VMR1012644")	8564	4	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumflavusthailandense	=HYPERLINK("https://ictv.global/id/ICTV19951004","ICTV19951004")	A	tomato yellow leaf curl Thailand virus-D	TYLCTHV-D	Myanmar-Yangon-1999	DNA-A: AF206674	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AF206674","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012645","VMR1012645")	8564	5	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumflavusthailandense	=HYPERLINK("https://ictv.global/id/ICTV19951004","ICTV19951004")	A	tomato yellow leaf curl Thailand virus-E	TYLCTHV-E	Thailand-Sakon Nakhon	DNA-A: AY514632	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AY514632","NCBI Nucleotide")	RefSeq: Record suppressed. This record was removed by RefSeq staff.		ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1008007","VMR1008007")	8565	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumflavusvariati	=HYPERLINK("https://ictv.global/id/ICTV20131985","ICTV20131985")	E	tomato yellow mottle virus	ToYMoV	Costa Rica-2003	DNA-A: KC176780; DNA-B: KC176781	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KC176780,KC176781","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1008009","VMR1008009")	8566	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumflavusvenae	=HYPERLINK("https://ictv.global/id/ICTV20084016","ICTV20084016")	E	tomato yellow vein streak virus	ToYVSV	Brazil-Potato-1983	DNA-A: EF417915; DNA-B: EF417916	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/EF417915,EF417916","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1008001","VMR1008001")	8567	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumflavusvietnamense	=HYPERLINK("https://ictv.global/id/ICTV20084012","ICTV20084012")	E	tomato yellow leaf curl Vietnam virus	TYLCVV	Vietnam-Hanoi-2005	DNA-A: DQ641697	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/DQ641697","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1008003","VMR1008003")	8568	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumflavusyunnanense	=HYPERLINK("https://ictv.global/id/ICTV20175841","ICTV20175841")	E	tomato yellow leaf curl Yunnan virus	TYLCYnV	China-YN2013-2011	DNA-A: KC686705	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KC686705","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007926","VMR1007926")	8569	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumghanaense	=HYPERLINK("https://ictv.global/id/ICTV20131967","ICTV20131967")	E	tomato leaf curl Ghana virus	ToLCGV	Ghana-Akumadan-2006	DNA-A: EU350585	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/EU350585","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012617","VMR1012617")	8569	2	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumghanaense	=HYPERLINK("https://ictv.global/id/ICTV20131967","ICTV20131967")	A	tomato leaf curl Ghana virus-Ageratum	ToLCGV-Ag	Cameroon-AGFG24-2009	DNA-A: FR873228	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/FR873228","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007927","VMR1007927")	8570	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumguangdongense	=HYPERLINK("https://ictv.global/id/ICTV20083969","ICTV20083969")	E	tomato leaf curl Guangdong virus	ToLCGdV	China-Guangzhou 2-2003	DNA-A: AY602165	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AY602165","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007928","VMR1007928")	8571	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumguangxiense	=HYPERLINK("https://ictv.global/id/ICTV20083970","ICTV20083970")	E	tomato leaf curl Guangxi virus	ToLCGxV	China-Guangxi 1-2003	DNA-A: AM236784	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AM236784","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007929","VMR1007929")	8572	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumgujaratense	=HYPERLINK("https://ictv.global/id/ICTV20041198","ICTV20041198")	E	tomato leaf curl Gujarat virus	ToLCGUV	India-Varanasi-2001	DNA-A: AY190290; DNA-B: AY190291	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AY190290,AY190291","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012629","VMR1012629")	8572	2	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumgujaratense	=HYPERLINK("https://ictv.global/id/ICTV20041198","ICTV20041198")	A	tomato leaf curl virus	ToLCV	India-New Delhi-CTS-2006	DNA-A: DQ629101	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/DQ629101","NCBI Nucleotide")	Moved from species Begomovirus solanumaustraliaense		ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007930","VMR1007930")	8573	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumhainanense	=HYPERLINK("https://ictv.global/id/ICTV20131968","ICTV20131968")	E	tomato leaf curl Hainan virus	ToLCHaiV	China-FQ12-2012	DNA-A: KF150142	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KF150142","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007931","VMR1007931")	8574	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumhanoiense	=HYPERLINK("https://ictv.global/id/ICTV20131969","ICTV20131969")	E	tomato leaf curl Hanoi virus	ToLCHaV	Vietnam-Hanoi-Tomato-2010	DNA-A: HQ162270	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/HQ162270","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007977","VMR1007977")	8575	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumhavanaense	=HYPERLINK("https://ictv.global/id/ICTV20041209","ICTV20041209")	E	tomato mosaic Havana virus	ToMHaV	Cuba-Quivican	DNA-A: Y14874; DNA-B: Y14875	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/Y14874,Y14875","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007932","VMR1007932")	8576	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumhsinchuense	=HYPERLINK("https://ictv.global/id/ICTV20083972","ICTV20083972")	E	tomato leaf curl Hsinchu virus	ToLCHsV	China-Hainan-Ramie-2007	DNA-A: EU596959; DNA-B: EU596960	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/EU596959,EU596960","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007915","VMR1007915")	8577	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumintervenae	=HYPERLINK("https://ictv.global/id/ICTV20152857","ICTV20152857")	E	tomato interveinal chlorosis virus	ToICV	Brazil-Pernambuco-Mdc2681-2004	DNA-A: JF803252	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/JF803252","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007933","VMR1007933")	8578	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumiranense	=HYPERLINK("https://ictv.global/id/ICTV20131970","ICTV20131970")	E	tomato leaf curl Iran virus	ToLCIRV	Iran-Iranshahr	DNA-A: AY297924	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AY297924","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007934","VMR1007934")	8579	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumjapanense	=HYPERLINK("https://ictv.global/id/ICTV201856709","ICTV201856709")	E	tomato leaf curl Japan virus	ToLCJV	JP-Miy-01	DNA-A: AB236323	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AB236323","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007935","VMR1007935")	8580	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumjavaense	=HYPERLINK("https://ictv.global/id/ICTV20083974","ICTV20083974")	E	tomato leaf curl Java virus-A	ToLCJaV-A	Indonesia	DNA-A: AB100304	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AB100304","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012618","VMR1012618")	8580	2	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumjavaense	=HYPERLINK("https://ictv.global/id/ICTV20083974","ICTV20083974")	A	tomato leaf curl Java virus-B	ToLCJaV-B	Indonesia-Ageratum	DNA-A: AB162141	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AB162141","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007936","VMR1007936")	8581	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumjoydebpurense	=HYPERLINK("https://ictv.global/id/ICTV20083975","ICTV20083975")	E	tomato leaf curl Joydebpur virus	ToLCJV	India-Varanasi-Capsicum annuum-2010	DNA-A: HM991146	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/HM991146","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007985","VMR1007985")	8582	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumkalakadaense	=HYPERLINK("https://ictv.global/id/ICTV201856715","ICTV201856715")	E	tomato severe leaf curl Kalakada virus	ToSLCKV	IN-TC101-07	DNA-A: KP195267	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KP195267","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007937","VMR1007937")	8583	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumkarnatakaense	=HYPERLINK("https://ictv.global/id/ICTV20083976","ICTV20083976")	E	tomato leaf curl Karnataka virus-Bangalore	ToLCKaV-Ban	India-Bangalore-1993	DNA-A: U38239	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/U38239","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012630","VMR1012630")	8583	2	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumkarnatakaense	=HYPERLINK("https://ictv.global/id/ICTV20083976","ICTV20083976")	A	tomato leaf curl virus-Bangalore	ToLCV-Ban	India-Punjab-Mentha-2007	DNA-A: FJ514798	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/FJ514798","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012631","VMR1012631")	8583	3	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumkarnatakaense	=HYPERLINK("https://ictv.global/id/ICTV20083976","ICTV20083976")	A	tomato leaf curl virus-Janti	ToLCV-Jan	India-Janti-2005	DNA-A: AY754812	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AY754812","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007938","VMR1007938")	8584	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumkarnatakasecundi	=HYPERLINK("https://ictv.global/id/ICTV201856713","ICTV201856713")	E	tomato leaf curl Karnataka virus 2	ToLCKV2	IN-TC289-10	DNA-A: KF551578	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KF551578","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007939","VMR1007939")	8585	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumkarnatakatertii	=HYPERLINK("https://ictv.global/id/ICTV201856714","ICTV201856714")	E	tomato leaf curl Karnataka virus 3	ToLCKV3	IN-TC235-09	DNA-A: KF551585	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KF551585","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007940","VMR1007940")	8586	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumkeralaense	=HYPERLINK("https://ictv.global/id/ICTV20083977","ICTV20083977")	E	tomato leaf curl Kerala virus	ToLCKeV	India-Kerala 3-2007	DNA-A: EU910141	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/EU910141","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007941","VMR1007941")	8587	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumkunenense	=HYPERLINK("https://ictv.global/id/ICTV202009134","ICTV202009134")	E	tomato leaf curl Kunene virus	ToLCKunV	NA-2019	DNA-A: MT045996	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MT045996","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007942","VMR1007942")	8588	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumlaosense	=HYPERLINK("https://ictv.global/id/ICTV20041200","ICTV20041200")	E	tomato leaf curl Laos virus	ToLCLV	Laos	DNA-A: AF195782	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AF195782","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007901","VMR1007901")	8589	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumlapazense	=HYPERLINK("https://ictv.global/id/ICTV20073747","ICTV20073747")	E	tomato chino La Paz virus-A	ToChLPV-A	Mexico-Baja La Paz-2002	DNA-A: AY339618	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AY339618","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012605","VMR1012605")	8589	2	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumlapazense	=HYPERLINK("https://ictv.global/id/ICTV20073747","ICTV20073747")	A	tomato chino La Paz virus	ToChLPV	Mexico-SLP4-2011	DNA-A: JN676150	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/JN676150","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012606","VMR1012606")	8589	3	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumlapazense	=HYPERLINK("https://ictv.global/id/ICTV20073747","ICTV20073747")	A	tomato chino La Paz virus-B	ToChLPV-B	Mexico-Baja El Carrizal-2002	DNA-A: AY339619	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AY339619","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007916","VMR1007916")	8590	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumlatentis	=HYPERLINK("https://ictv.global/id/ICTV20175837","ICTV20175837")	E	tomato latent virus	ToLV	Cuba-T2+-2011	DNA-A: KM926624	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KM926624","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007943","VMR1007943")	8591	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumliwaense	=HYPERLINK("https://ictv.global/id/ICTV20152858","ICTV20152858")	E	tomato leaf curl Liwa virus	ToLCLwV	Oman-Liwa-LW1-2012	DNA-A: HF912280	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/HF912280","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007944","VMR1007944")	8592	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanummadagascarense	=HYPERLINK("https://ictv.global/id/ICTV20083979","ICTV20083979")	E	tomato leaf curl Madagascar virus-Menabe	ToLCMGV-Men	Madagascar-Morondova-2001	DNA-A: AJ865338	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AJ865338","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012619","VMR1012619")	8592	2	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanummadagascarense	=HYPERLINK("https://ictv.global/id/ICTV20083979","ICTV20083979")	A	tomato leaf curl Madagascar virus-Atismo	ToLCMGV-Ats	Madagascar-Toliary-2001	DNA-A: AJ865339	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AJ865339","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007945","VMR1007945")	8593	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanummahense	=HYPERLINK("https://ictv.global/id/ICTV201907531","ICTV201907531")	E	tomato leaf curl Mahé virus	ToLCMahV	SC-Pra-SC8-1b-17	DNA-A: MH410152	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH410152","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007946","VMR1007946")	8594	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanummalaysiaense	=HYPERLINK("https://ictv.global/id/ICTV20041201","ICTV20041201")	E	tomato leaf curl Malaysia virus-Malaysia	ToLCMYV-MY	Malaysia-Klang-1997	DNA-A: AF327436	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AF327436","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007947","VMR1007947")	8595	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanummaliense	=HYPERLINK("https://ictv.global/id/ICTV20083981","ICTV20083981")	E	tomato leaf curl Mali virus	ToLCMLV	Mali	DNA-A: AY502936	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AY502936","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007948","VMR1007948")	8596	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanummindanaoense	=HYPERLINK("https://ictv.global/id/ICTV20131972","ICTV20131972")	E	tomato leaf curl Mindanao virus	ToLCMiV	Philippines-Mindanao P162-2007	DNA-A: EU487046	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/EU487046","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007949","VMR1007949")	8597	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanummoheliense	=HYPERLINK("https://ictv.global/id/ICTV20131973","ICTV20131973")	E	tomato leaf curl Moheli virus	ToLCMohV	Comoros-Moheli-2005	DNA-A: AM701763	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AM701763","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007899","VMR1007899")	8598	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanummusivi	=HYPERLINK("https://ictv.global/id/ICTV20152854","ICTV20152854")	E	tomato bright yellow mosaic virus	ToBYMV	Brazil-BA167-2012	DNA-A: KC791690	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KC791690","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007950","VMR1007950")	8599	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumnamakelyense	=HYPERLINK("https://ictv.global/id/ICTV20131974","ICTV20131974")	E	tomato leaf curl Namakely virus	ToLCNaV	Madagascar-Namakely-2001	DNA-A: AM701764	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AM701764","NCBI Nucleotide")			ssDNA(+/-)	same	
